label,pattern
shape_term,tub-shaped
shape_term,tubular
shape_term,turbinate
shape_term,turbinate-campanulate
shape_term,twisted
shape_term,umbellate
shape_term,umbrella-shaped
shape_term,unicostate
shape_term,unifoliate
shape_term,unlobed
shape_term,urceolate
shape_term,urn-shaped
shape_term,vaginate
shape_term,valvate
shape_term,vase-shaped
shape_term,verruciform
shape_term,zygomorphic
shape_term,zygomorphous
